9045,БЕРЕГОВОЙ-СПЕЦЗАСТРОЙЩИК,3,0,Москва город,www.glavstroy.ru,"г Москва, вн. тер. г. муниципальный округ Хамовники, наб Пречистенская, д. 45/1, стр. 2А, пом. I, ком. 17Г",77
7973,БЕРЕЗОВЕЦ,1,0,Московская область,gkberezovec.ru,обл Московская Дмитровский город Дмитров улица Семенюка д. 1 оф. 305,50
511,БЕТИЗ И К,1,1,Московская область,betiz.ru,обл Московская город Дубна улица Калинина д. 26,50
1395,БИГРАНД,1,2,Свердловская область,begrand.ru,"обл Свердловская область, г Екатеринбург, ул 8 марта, д. 7, оф. 21",66
967,БИЗНЕС ГРУПП,6,4,Москва город,www.ingrad.ru,г Москва улица Краснопролетарская д. 2/4 стр. 13 комната 3 (2 этаж),77
4952,БИЗНЕС-ИНВЕСТ,0,0,Бурятия Республика,stolica03.ru,Респ Бурятия город Улан-Удэ улица Ключевская д. 90А кв. 43,3
4654,БИЗНЕСЛЭНД,0,0,Московская область,www.gkgorizont.ru,обл Московская Щелковский городское поселение Щёлково Щёлково улица Институтская д. 2А помещение 4,50
10507,БИЗНЕССТРОЙ,0,0,Рязанская область,www.наш.дом.рф,,62
3235,БИК,1,1,Северная Осетия - Алания Республика,www.bik-ooo.ru,Респ Северная Осетия - Алания Пригородный село Гизель улица Ленина д. 93,15
2554,БКЖС ГРУПП,1,2,Брянская область,bkgsgroup.ru,обл Брянская город Брянск улица Дуки д. 65 оф. 3019 помещение II,32
2172,БЛАГСТРОЙСЕРВИС,1,0,Амурская область,www.благстройсервис.рф,обл Амурская город Благовещенск улица Трудовая д. 233 стр. А3,28
6905,БЛИЗКОЕ,7,43,Санкт-Петербург город,www.blizkoe.ru,г Санкт-Петербург улица Сердобольская д. 44 стр. литер А оф. 53,78
6891,БОВИ,1,1,Новосибирская область,www.сосны-нск.рф,"обл Новосибирская город Новосибирск улица Советская д. 10 кв. 68,70",54
99,БОНАВА САНКТ-ПЕТЕРБУРГ,13,33,Санкт-Петербург город,www.bonava.ru,"г Санкт-Петербург, проспект Невский, д. 114-116, лит. А",78
6392,БОРЕЦ,1,7,Московская область,borets-msk.ru,"обл Московская, Рузский, д Марьино, д/о Борец",50
10875,БОТАНИКА ДЕВЕЛОПМЕНТ,7,0,Новосибирская область,www.наш.дом.рф,"обл Новосибирская, г Новосибирск, улица Софийская, д. 12, оф. 205/2",54
3162,БРАНД,2,2,Псковская область,www.vid60.ru,обл Псковская г Псков ул Линейная д. 3,60
13178,БРИЗ,1,0,,лобня-сити.рф,"обл Московская, г Лобня, ул Колычева, д. 3, пом. 009",
5202,БРИК,0,0,Новосибирская область,www.paradisehome.su,"Новосибирская область, город Новосибирск,улица Фабричная, дом 22, помещение 23",54
378,БРОД-ЭСТЕЙТ,0,2,Москва город,broadestate.ru,"г Москва, г Щербинка, ул Заводская д. 1",77
154,БРУСНИКА,38,62,Свердловская область,brusnika.ru,"Свердловская область, город Екатеринбург, улица Малышева 51, офис 37/05",66
6564,БРЭСТ,0,0,Москва город,l-vost.ru,г Москва ул Вольная д. 37,77
4799,БРЯНСКГОРСТРОЙЗАКАЗЧИК Г.БРЯНСКА,0,0,Брянская область,bgszakaz.narod.ru,,32
11122,БС-66,6,0,Санкт-Петербург город,www.psk-info.ru,"г Санкт-Петербург, наб реки Карповки, д. 16, лит. А, корп. 2, оф. 21, пом. 19-Н",78
5428,БСК,0,0,Башкортостан Республика,www.наш.дом.рф,,2
3718,БСК РЕАЛ-ЭСТЕЙТ,1,1,Башкортостан Республика,красинский.рф,"Респ Башкортостан, г Уфа, ГАФУРИ, д. 90, пом. 113, ком. 2",2
11388,БТК,1,0,Санкт-Петербург город,lidgroup.ru,"город Санкт-Петербург, площадь Конституции, д. 7, лит. А, оф. 715, пом. 18Н",78
2378,БУАЖС,0,0,Омская область,www.наш.дом.рф,обл Омская город Омск улица Третьяковская д. 43,55
2814,БЦ НА ДОЛГОРУКОВСКОЙ,4,0,Москва город,www.bc-nadolgorukovskoy.ru,"г Москва, улица Большая Черёмушкинская, д. 25, стр. 97, пом. Этаж 5 (корпус В), ком. 528Б",77
204,БЭСТ КОНСАЛТИНГ,1,0,Москва город,жк-время.рф,г Москва переулок Дегтярный д. 5 стр. 2,77
6027,ВАЛЕРА,0,0,Оренбургская область,www.наш.дом.рф,,56
5993,ВВК-ХХI,0,0,Москва город,www.наш.дом.рф,,77
593,ВГИФ,1,3,Владимирская область,www.ipoteka-vladimir.ru,обл Владимирская г Владимир пр-кт Ленина д. 21а,33
2902,ВЕГА,0,0,Коми Республика,www.vegark.com,"Республика Коми, г Сыктывкар, улица Интернациональная, д. 158, оф. 2",11
6320,ВЕДА-ХАУС,8,0,Санкт-Петербург город,vedavillage.com,обл Ленинградская Деревня Заневка Улица Ладожская д. 38 кор. 1,78
3733,ВЕКТОР,5,1,Тульская область,vector-str.ru,город Тула Улица  Сызранская д. 10-А оф. 5,71
4229,ВЕКТОР,0,0,Нижегородская область,www.наш.дом.рф,,52
6863,ВЕКТОР,0,0,Санкт-Петербург город,www.nevsky-bereg.com,"г Санкт-Петербург, пер Щербаков д. 17а литер Б",78
7084,ВЕЛЕС,0,0,Московская область,veles-klin.ru,"Московская область, город Клин, Захватаева 4, офис 324",50
1975,ВЕЛЛКОМ,2,0,Рязанская область,www.vellcom.ru,"обл Рязанская Рязанский город Рязань улица 2-я Линия  9 помещение H158, литера А",62
3950,ВЕРАМАРК,0,0,Ивановская область,ивроща.рф,обл Ивановская г. Иваново проспект Шереметевский д. 53 оф. 419,37
604,ВЕРЕСК,1,1,Нижегородская область,www.veresk1994.ru,"обл Нижегородская, г Нижний Новгород, ул Нестерова, д. 10, пом. П8",52
4066,ВЕРЕСК,2,0,Владимирская область,veresk33.ru,обл Владимирская город Владимир улица Большая Нижегородская д. 33Б оф. 12,33
7010,ВЕРСО-МОНОЛИТ ИНВЕСТ,3,0,Ханты-Мансийский АО - Югра,www.versomonolit.ru,"АО Ханты-Мансийский Автономный округ - Югра, г Ханты-Мансийск, улица Светлая, д. 67",86
6342,ВЕРТИКАЛЬ,1,4,Владимирская область,www.konsol33.ru,обл Владимирская город Владимир улица Мира д. 15В оф. 501,33
3577,ВЕРТИКАЛЬ-НСК,0,1,Новосибирская область,www.жк-любимый.рус,"обл Новосибирская, г Новосибирск, ул Связистов, д. 17, пом. 203",54
9500,ВЕСНА,1,0,Санкт-Петербург город,nachalo-apart.ru,"г.Санкт-Петербург, ул.Седова, д.57, Литер А, офис (помещение) 2Н",78
2932,ВЕСНА,1,2,Нижегородская область,www.disk-dz.ru,"обл Ивановская, Пестяковский, п Пестяки, ул Школьная, д. 8, оф. 1",52
4128,ВИАКОН ПРОЕКТ РАДУГА,0,0,Новосибирская область,www.наш.дом.рф,,54
2002,ВИБС-ИНВЕСТ,0,3,Архангельская область,www.severgrad29.ru,обл Архангельская город Северодвинск проспект Морской д. 53 оф. 15-Н,29
9853,ВИКТОРИЯ,0,0,Краснодарский край,www.наш.дом.рф,край Краснодарский,23
7118,ВИНДЕКС,0,0,Ростовская область,www.новыйазов.рф,обл Ростовская город Азов улица Красногоровская д. 21,61
12072,ВИНТЕКО,1,0,Санкт-Петербург город,vinteko.ru,"г Санкт-Петербург, ул Шпалерная, д. 2/4, лит. А, пом. 8-Н,кабинет 21",78
6675,ВИРА-ДЕВЕЛОПМЕНТ,2,0,Самарская область,www.наш.дом.рф,обл Самарская г Самара ул Санфировой д. 91А,63
7870,ВИС-ИНВЕСТ,1,0,Москва город,www.vis-invest.ru,"город Москва, переулок Нижний Кисловский 5 строение 1, комната 18",77
11866,ВИСТА,1,0,Санкт-Петербург город,lidgroup.ru,"Санкт-Петербург, город Санкт-Петербург, площадь Конституции, д. 7, лит. А, оф. 705 часть №1, пом. 18Н",78
8373,ВИТА РЕАЛ ЭСТЕЙТ,0,0,Москва город,www.наш.дом.рф,,77
1904,ВИТАСТРОЙ,4,0,Калининградская область,vitastroy-msd39.ru,"Калининградская область, город Калининград, улица Эпроновская 12, этаж 4, помещение 6",39
5729,ВИТЕБСКЖИЛСТРОЙ,0,0,Смоленская область,vitzhilstroy.ru,"Смоленская область, город Смоленск, улица Урицкого 3, помещение 3",67
9031,ВОДНИК,0,0,Краснодарский край,www.наш.дом.рф,край Краснодарский г Горячий Ключ ул Тараника д. 15 оф. 3,23
9978,ВОДОЛЕЙ,0,0,Московская область,www.наш.дом.рф,обл Московская г Красногорск ул Октябрьская д. 10,50
10554,ВОЕНИНВЕСТСТРОЙ КМВ,0,0,Ставропольский край,www.наш.дом.рф,,26
6744,ВОЗРОЖДЕНИЕ,1,1,Ярославская область,www.vozr76.ru,"обл Ярославская, г Ярославль, улица Гагарина, д. 45, кв. 104",76
5991,ВОЗРОЖДЕНИЕ,0,0,Московская область,www.наш.дом.рф,,50
2543,ВОЛГАСТРОЙДЕВЕЛОПМЕНТ,1,5,Чувашская Республика,solzatmenie.ru,"Чувашия Чувашская Республика - Чувашия, г Чебоксары, улица Чернышевского, д. 17, корп. 2, пом. 2",21
5984,ВОЛГО-ОКСКИЙ ПРОЕКТ,0,0,Нижегородская область,www.наш.дом.рф,,52
